CCODE,JOB_CLASS_ID,JOB_CLASS
IK,21079,School Office Manager
IK,21080,School Psychologist
IK,21081,School Readiness Clerk
IK,21082,School Readiness Initiative Coordinator
IK,21083,School Social Worker
IK,21085,Special Day Class Teacher
IK,,Special Day Class Teacher 
IK,,Special Day Class teacher
IK,,Special Day Teacher
IK,21087,Speech and Language Specialist
IK,,Superintendant
IK,,Teacher - Deaf and Hard of Hearing Program
IK,,Teacher-Deaf and Hard of Hearing Program 
IK,,health clerk
IK,,school Office Manager
IK,,school nurse
IK,,school psychologist
IK,,school social worker
IK,,social worker
IK,,special day class teacher
IK,,speech and language specialist
IO,,Counselor - Middle School
IO,,Language and Speech Pathologist
IO,,Language and Speech Pathologist 
IO,,Occupational Therapist
IO,,Principal
IO,,SH Teacher
IO,,School Counselor
IO,,School Psychologist
IO,,Special Day Class Teacher - Learning Handicapped
IO,,Special Day Class Teacher Learning Handicapped
IO,,Special Day Class Teacher Severely Handicapped Primary Level
IO,,Special Day Class Teacher Severely Handicapped Secondary Level
IO,,Special Day Class teacher Severely Handicapped/Primary Level
IO,,Student Support Services Director
IO,,school nurse
IO,,special day class teacher learning handicapped
IO,,teacher
IP,, Translator
IP,,Principal
IP,21940,School Nurse
IP,21944,School Readiness Nurse
IP,,School Readness Liaison
IR,,Clerk II - Bilingual / Pupil Services
IR,,Coordinator Special Education
IR,,"Executive Director, Special Edcuation"
IR,22887,Family Services Specialist
IR,22889,Health Clerk
IR,,Health Clerk - Bilingual
IR,,Health Clerk / Bilingual
IR,22890,Health Clerk/Bilingual
IR,22892,Preschool Family Services Outreach Assistant
IR,,Preschool Family Services Outreach Assistant-Bilingual
IR,,School Community Coordinator
IR,,School Community Coordinator/Early Childhood Education
IR,22897,School Nurse
IR,,School Office Assistant Special Education 
IR,22900,School Psychologist
IR,22902,School Social Worker
IR,,School Social Worker-Supervisor SW Interns
IR,22903,"Secretary, Special Education"
IR,22517,Special Services Translator/Interpreter
IR,,Speech & Language Therapist
IR,,Speech-Language Therapist
IR,22518,Speech/Language Therapist
IR,,school community coordinator/Early Childhood Education
IR,,school counselor
IR,,school psychologist
IR,,speech/language therapist
IS,24767,Administrative Secretary
IS,,Assistant Superintendent
IS,,District Nurse
IS,,Principal
IS,24772,Psychologist
IS,,School Readiness Nurse
IS,,Speech-language pathologist
IS,,Speech/Language Pathologist
IS,24778,Superintendent
IS,,principal
IS,,speech
IV,," Language,Speech, & Hearing Specialist"
IV,,Adapted  Physical Education
IV,,Administrative Assistant
IV,22967,Administrator of Transportation
IV,,Certified Occupational Therapist Assistant (COTA)
IV,,"Coordinator II, Guidance Resources"
IV,,"Coordinator IV, Special Education"
IV,22973,Director IV: Special Education/SELPA
IV,22974,Dispatcher II
IV,,Education  Specialist
IV,22975,Education Specialist
IV,,"Education Specialist / LANGUAGE, SPEECH AND HEARING SPECIALIST "
IV,,Education Specialist/General Education Teacher
IV,,Educational Specialist
IV,,Guidance Paraprofessional
IV,,Guidance Paraprofessional 1
IV,22976,Guidance Paraprofessional I
IV,,Guidance Services: Family Support Center
IV,22978,Health Services Coordinator
IV,,"LANGUAGE, SPEECH AND HEARING SPECIALIST "
IV,,Language Speech and Hearing Specialist
IV,,"Language, Speech & Hearing Specialist"
IV,,"Language, Speech & Hearing Specialist "
IV,22981,Occupational Therapist
IV,22982,Physical Therapist
IV,,Principal
IV,22986,Program Specialist
IV,,Psychologist
IV,22988,Resource Specialist
IV,22989,Resource Specialist/Special Day Teacher
IV,,SCHOOL PSYCHOLOGIST 
IV,22990,School Nurse
IV,22991,School Psychologist
IV,,School Psychologist 
IV,22992,Special Day Teacher
IV,,"Speech, Language and Hearing Specialist"
IV,22993,Teacher of the Visually Impaired
IV,,Teacher on Special Assignment
IV,22997,Teacher on Special Assignment - Secondary Prevention Coordination
IV,,"Teacher on Special Assignment TOSA, GUIDANCE RESOURCES (PROJECT SUCCESS)"
IV,,Transition Specialist
IX,," Counselor, Secondary"
IX,," School Nurse, K-8"
IX,, School Readiness Family Advocate
IX,, Secretary I
IX,," Site Coordinator, School Readiness Program"
IX,22817,"Area Administrator, High School"
IX,22818,"Assistant Principal, High School"
IX,,"Assistant Principal, Intermediate"
IX,22819,"Assistant Principal, Intermediate School"
IX,22821,"Child Development Assistant, Cal-SAFE"
IX,,"Coordinator, At-Risk"
IX,22823,"Coordinator, Special Education"
IX,,Counselor Intermediate
IX,,"Counselor, Elementary"
IX,22824,"Counselor, Intermediate"
IX,,"Counselor, Intermediate "
IX,22825,"Counselor, Secondary"
IX,,"Counselor, Secondary	"
IX,,"Director, Pupil Personnel Services"
IX,22829,Elementary Principal
IX,,Elementary Prinicpal
IX,22831,Family Resource Center Coordinator
IX,,Middle School Principal
IX,,Paulding Middle School
IX,,Principal
IX,22837,"Principal, Continuation High School"
IX,,"Principal, Elementary"
IX,,"Principal, Intermediate School"
IX,,Program Specialist
IX,22839,"School Nurse, High School"
IX,22840,"School Nurse, K-8"
IX,,School Nurse: K-8 
IX,22841,School Psychologist
IX,22843,Secretary I
IX,22844,Secretary II
IX,22845,Secretary III
IX,,Speech Pathologist
IX,22853,Speech Therapist
IX,,Speech jTherapist
IX,22855,Student Support Counselor
IX,22856,"Supervisor, Cal-SAFE Program"
IX,,"Teacher, secondary - Independent Study"
IX,22861,Translator/Interpreter
IX,,"counselor, Secondary"
IX,,"counselor, intermediate"
IX,,"counselor, secondary"
IX,,district nurse
IX,,program specialist
IX,,"school Nurse, K-8"
IX,,"school nurse, k-8"
IX,,school psychologist
IX,,school pychologist
IX,,secretary IV
IX,,speech therapist
IY,22963,Child Care Services Coordinator
IY,,Office Clerk Aide/Child Care Services Facilitator
JC,, Assistant Principal
JC,, Principal
JC,, Superintendent
JC,, Teacher
JC,,Administrative Assistant
JC,,Administrative Secretary
JC,,Assistant Principal
JC,,Assistant Superintendent
JC,,Behavior Specialist
JC,,Bilingual Instructor
JC,,Business Manager
JC,,Cal-SAFE Teacher
JC,,Counselor
JC,,Counselor-LCSW (Subcontracted)
JC,,Dean
JC,,Dean (Counselor)
JC,,Dean (Counselor) 
JC,,Dean Counselor
JC,,Deputy Superintendent / SELPA Dir.
JC,,Director I - Child Development & Family Literacy
JC,,Director of Educational Services 
JC,,Director of Special Education
JC,,Director of Student Services
JC,,Director/Court Community Schools
JC,,District Secretary
JC,,District Special Education Coordinator
JC,,Early Education Site Supervisor
JC,,Even Start Coordinator
JC,,Family Literacy Liaison
JC,,Family Literacy Liason/Mentor
JC,,Health Assistant
JC,,Health Coordinator
JC,,Health Tech
JC,,Health Tech.
JC,,Healthy Start Coordinator
JC,,Healthy Start Coordinator-Subcontract
JC,,Instructional Assistant
JC,,Instructional Paraprofessional
JC,,K-8 Principal
JC,,LVN/Health Technician
JC,,MIS Liaison
JC,,Manager I - State Preschool
JC,,Manager II-Prevention Education
JC,,Manager III
JC,,Occupational Therapist
JC,,Occupational Therapist (Subcontract)
JC,,Paraeducator / Outreach Worker
JC,,Physical Therapist (Subcontract)
JC,,Preschool Associate Teacher
JC,,Preschool Coordinator
JC,,Preschool Director
JC,,Preschool Director 
JC,,Preschool Director/Teacher
JC,,Preschool Specialist
JC,,Preschool Teacher
JC,,Principal
JC,,Principal 
JC,,Principal/Superintendent
JC,,Program Administrator
JC,,Program Specialist
JC,,Project Admin. Medi-Cal Billing
JC,,Psychologist
JC,,Resource Specialist / Teacher
JC,,Resource Specialist Teacher
JC,,Resource Teacher
JC,,SH Teacher
JC,,SLPA/Medical Coordinater
JC,,School Counselor
JC,,School Counselor 
JC,,School Counselor (Subcontract)
JC,,School Counselor LCSW/MFT(Sub.)
JC,,School Counselor MFT/LCSW (Sub.)
JC,,School Counselor-LCSW/MFT (Subcontractor)
JC,,School Counselor-LCSW/MFT (subcontractor)
JC,,School Counselor-LCSW/MFT(Subcontractor)
JC,,School Nurse
JC,,School Nurse (Sub. AVHC)
JC,,School Principal
JC,,School Psychologist
JC,,School Psychologist (Subcontracted)
JC,,School Psychologist/Program Specialist
JC,,School Secretary
JC,,Secretary
JC,,Secretary II
JC,,Secretary/Registrar
JC,,Senior Youth Worker 
JC,,Severely Handicapped Teacher
JC,,Site Secretary
JC,,Special Day Class Teacher
JC,,Special Ed Dir/ RST
JC,,Special Education Administrator
JC,,Special Education Director/Teacher
JC,,Special Education Secretary
JC,,Special Education Teacher
JC,,Speech Language Pathology Assistant
JC,,Speech Therapist
JC,,State Preschool Assistant Teacher
JC,,State Preschool Director
JC,,State Preschool Specialist
JC,,State Preschool Teacher
JC,,Student Insurance Specialist
JC,,Superintendent
JC,,Superintendent of Schools
JC,,Teacher
JC,,Teacher - Court Community Schools
JC,,Teacher - RST & Speech Therapist
JC,,Teacher - Resource Specialist
JC,,Teacher / Orthopedically Impaired
JC,,Teacher Early Start
JC,,Teacher of Deaf & Hard of Hearing
JC,,Teacher of Orthopedic. Handicapped
JC,,Teacher of Visually Impaired
JC,,Teacher of the Orthopedically Handicapped
JC,,Teacher of the Visually Impaired
JC,,Teacher-Court Community Schools
JC,,Translator
JC,,Youth Services Consultant
JC,,Youth Services Coordinator
JC,,credentialed school nurse
JC,,occupational therapist
JC,,secretary/registar
JC,,teacher
JC,,
JE,24742,Community Liaison
JE,24751,Health Clerk
JE,24758,Licensed Vocational Nurse
JE,,Principal
JE,24763,School Psychologist
JE,,School Social Worker/Educational Counselor
JE,,Social Worker / Education Counselor
JE,,Vice Principal
JE,,licensed vocational nurse
JG,21035,Cal-SAFE Coordinator
JG,21036,Counselor
JG,21037,Guidance Clerk
JG,21039,Records Secretary
JG,21040,School Psychologist
JG,,Van Driver/ Instructional Assistant
JG,,counselor
JK,,Executive Dir. of Student Support Services
JK,,Learning Specialist
JK,,Nurse
JK,24555,Occupational Therapist
JK,,Program Manager-High School
JK,,Psychologist
JK,24556,Resource Specialist
JK,,SDC Teacher
JK,,SLP
JK,24559,School Psychologist
JK,,Special Day Class Teacher
JK,,Special Day ClassTeacher
JK,,Special Education Program Manager
JK,,Speech Language Specialist
JK,,Speech Therapist
JK,24562,Speech-Language Specialist
JM,, School Psychologist
JM,23574,Elementary School Nurse
JM,,Elementary School Principal
JM,,Elementary School Prinicpal
JM,,Elementary Teacher
JM,,Health Technician
JM,,Health Tecnician
JM,,Middle School Assistant Principal
JM,,Middle School Principal
JM,23576,Principal - Elementary School
JM,23577,Principal - Middle School
JM,,Prinicpal - Elemenatry School
JM,23578,Resource Specialist - Teacher
JM,,School Health Tech
JM,23579,School Health Technician
JM,23581,School Psychologist
JM,23582,School Readiness Nurse
JM,,Speech /Language Specialist
JM,,Speech Lang. Specialist
JM,,Speech Language Specialist
JM,23584,Speech and Language Specialist
JM,,Speech/Lang Specialist
JM,,Speech/Language Specialist
JM,,TOSA
JM,,elementary school nurse
JM,,school health technician
JM,,school psychologist
JM,,speech language specialist
JN,22998,Academic Counselor
JN,23001,Bilingual Specialist
JN,,Director of Special Education
JN,22291,Elementary School Principal
JN,22292,Healthy Start Coordinator
JN,,Junior High Principal
JN,,Psychologist
JN,22301,Secretary to Director
JN,22302,Social Worker
JN,22304,Speech-Language Pathologist
JO,22219,ASB Secretary
JO,22221,Assistant Superintendent
JO,22224,Certified Health Aide
JO,22225,Counselor
JO,,Counselor 
JO,22227,Director of Student Services
JO,22228,District Translator/Interpreter
JO,,ELD Clerk
JO,,Home School Liaison 
JO,22231,Learning Director
JO,22232,Licensed Vocational Nurse
JO,,MIgrant Community Liaison
JO,,Migrant clerk
JO,22233,Preschool Clerk
JO,22234,Principal
JO,22236,Psychologist
JO,22237,School Secretary
JO,,School Site Clerk 
JO,22239,Special Education Clerk
JO,,Superintendent
JO,22241,"Therapist, Speech and Language"
JO,,"Therapist, speech and language"
JO,22243,Vice Principal I
JO,22245,Vice Principal III/Assistant Principal
JP,22479,"Assistant Superintendent, Administrative Services"
JP,22480,"Assistant Superintendent, Instructional Services"
JP,,Clerk Typist/Health Specialist
JP,22481,Coordinator of Pupil Services
JP,22482,Coordinator of Special Education
JP,,Director of After School Programs
JP,,Director of Lennox School Rediness Center
JP,,Director of Personnel
JP,,Director of State Preschool
JP,22488,District Nurse
JP,,Education Technology Coordinator
JP,22489,Elementary Counselor
JP,22490,Elementary Principal
JP,22491,Health Specialist
JP,,Health Specialist 
JP,,Health Specialist/Clerk Typist
JP,22493,Healthy Start Nurse Practitioner
JP,,Helath Specialist
JP,22495,High School Counselor
JP,,Inermediate Counselor
JP,22496,Intermediate Counselor
JP,22499,Middle School Principal
JP,,Nurse Practitioner
JP,22500,Occupational Therapist
JP,,Parent Coordinator
JP,22501,Principal Charter High School
JP,,School Psychologist
JP,22508,Superintendent
JP,,elementary school counselor
JP,,health specialist
JP,,school psychologist
JU,,"Assistant Superintendent, Student Services"
JU,,Cccupational Therapist
JU,24932,"Coordinator, Special Education"
JU,,Coordinator-Special Education
JU,24935,"Director, Student Services"
JU,24938,"Facilitator, Special Education"
JU,,Licensed Vocational Nurse
JU,24944,Occupational Therapist
JU,24945,Orientation and Mobility Specialist
JU,24946,Physical Therapist
JU,,Preschool Specialist
JU,24948,Psychologist
JU,24950,School Nurse
JU,24952,School Readiness Coordinator
JU,,School Readiness Nurse
JU,,Secretary II
JU,24960,Speech & Language Specialist
JU,,Speech Pathologist
JU,,Speech and Language Specialist
JU,,Speech and Language Therapist
JU,,Speech-Language Pathologist
JU,24962,Vision Specialist
JU,,occupational therapist
JU,,school nurse
JY,,Administrative Clerk
JY,22061,Administrative Clerk 
JY,,Administrative Clerk School Site
JY,,Administrative Clerk-Non-School Site
JY,,Assistant Principal-Junior High
JY,,Assistant Principal-Middle School
JY,22069,Coordinator - Support Services (ELL/Migrant)
JY,22070,Counselor
JY,,"Director, Special Education/Student Services"
JY,22072,Family Support Services Case Manager
JY,22073,Family Support Services Coordinator
JY,22075,Health Assistant
JY,,Health Care Specialist 1
JY,22077,Health Care Specialist II
JY,,Health Service Manager
JY,,Instruction Assistant Speech/Language
JY,,Instructional Assistant Speech/Language
JY,,Instructional Assistant-Speech/Language
JY,,Principal-Elementary
JY,,Principal-Junior High
JY,22084,Psychologist
JY,22087,Secretary - School Site
JY,,Secretary-School Site
JY,22089,Senior Secretary
JY,,Speech-Language Specialist
JY,22090,Speech/Language Specialist
JY,22091,Student Records Clerk
KA,,ATHLETIC DIRECTOR/DEAN
KA,,Assistant Principal
KA,,Assistant Principal/PMS
KA,,Asst. Principal/ACA
KA,,Asst. Principal/Heritage
KA,,Asst. Principal/PVHS
KA,,Asstistant principal
KA,,Attendance Tech-Registrar-Health Aide/PLHS
KA,,Attendance Tech/Health Aide/PMS
KA,,COUNSELOR
KA,23110,Certified Nursing Assistant
KA,,Certified Nursing Assistant/PMS
KA,,Certified Nursing Assistant/PVHS
KA,,Coordinator of Special Education
KA,,Counselor/District
KA,,Counselor/HHS
KA,,Counselor/PHS
KA,,Counselor/PLHS
KA,,Counselor/PMS
KA,,Counselor/PVHS
KA,,Director Pupil Services
KA,,Director/Special Education
KA,23116,District Nurse
KA,,District Translator
KA,,Principal/PVHS
KA,,Psychologist/District
KA,,SECRETARY
KA,,Secretary
KA,,Speech Therapist/District
KC,,Adapted Physical Education
KC,,Administrative Secretary I
KC,,"Assistant Superintendent I, Educational Services "
KC,,Coordinator Student Support Services
KC,24437,"Department Clerk, Student Support Services"
KC,24440,District Registrar
KC,24442,Elementary Principal
KC,,Elementary School Principal
KC,,Elementary School Vice Principal
KC,24443,Elementary Vice Principal
KC,,Elementary vice-principal
KC,,Health Clerk
KC,,Health Services Coordinator
KC,,Health clerk
KC,,INSTRUCTIONAL AIDE II
KC,,Instructional Assistant II
KC,24449,Language and Speech Therapist
KC,,MIDDLE SCHOOL COUNSELOR
KC,24450,Middle School Counselor
KC,,Middle School Principal
KC,,Middle School Vice Principal
KC,,Principal
KC,,School Nurse
KC,,School Psychologist
KC,,Special Education Teacher
KC,,Speech Therapist
KC,,Teacher - RSP
KC,,Teacher - SDC
KC,,Teacher Speech Therapist
KC,,Teacher-RSP
KC,,Vice-Principal
KC,,counselor
KC,,health clerk
KC,,instructional Assistant II
KC,,school psychologist
KI,,Business Manager
KI,,Executive Director
KI,,Teacher
KP,,"Assistant Principal, High School"
KP,,Director of Special Education 
KP,,MAA Coordinator
KP,,Principal
KP,,Principal - Elementary School
KP,,Principal--Elementary School
KP,,Principal-High School
KP,,School Nurse
KP,,School Psychologist
KP,,Special Education Director
KT,,Attendance Clerk
KT,,ClerkTypist 1
KT,,Counselor
KT,,"Director, Special Education Consortium"
KT,,District Superintendent
KT,,Health Technician
KT,,Principal
KT,,School Nurse
KT,,School Psychologist
KT,,Special Education Data Technician
KT,,Teacher
KT,,Vice Principal
KT,,school nurse
LB,, Counselor (Senior High School)
LB,, Counselor (senior high school)
LB,22510,Administrative Assistant
LB,,Administrative Coordinator
LB,,"Asistant Principal, Senior High School"
LB,,Assistant Principal High School
LB,,Assistant Principal Senior High School
LB,,"Assistant Principal, Junior HS"
LB,22515,"Assistant Principal, Junior High School"
LB,,"Assistant Principal, K-8 School"
LB,22516,"Assistant Principal, Senior High School"
LB,,"Assistant Principal, Sr. H.S."
LB,,"Assistant principal, Junior HS"
LB,,"Asst Principal, Junior High School"
LB,,"Asst Principal, Senior High School"
LB,,Attendance Counselor 
LB,,Audiologist
LB,22721,Certified Occupational Therapy Assistant
LB,,Certified Occupational Therapy Assitant
LB,,Certified Occupational Therapy Asst.
LB,22724,College Aide
LB,,Community Liaison Worker BL
LB,,Community Liaison Worker BL Spanish
LB,,Community Liason Worker BL
LB,,Counselor
LB,,Counselor 
LB,,Counselor  (Elementary)
LB,,Counselor  (Middle School)
LB,,Counselor  (Senior High School)
LB,,Counselor (Attendance Recoupment Program)
LB,,Counselor (Elementary School)
LB,,Counselor (Elementary)
LB,,Counselor (High School)
LB,,Counselor (Middle School)
LB,,Counselor (Middle School) 
LB,,Counselor (Senior High School )
LB,,Counselor (Senior High School)
LB,,Counselor (Senior High School) 
LB,,Counselor (Special Contract)
LB,,Counselor(Senior High School)
LB,22732,"Director, Coordinated Student Services"
LB,,Elementary Counselor 
LB,22737,Elementary Principal
LB,,Elementary Principal 
LB,,Elementary School Principal
LB,22738,Elementary School Vice Principal
LB,22740,Guidance Counselor
LB,22741,Head Counselor
LB,,Instruccional Aide Parent Resource Center
LB,22764,Intermediate Office Assistant
LB,22765,Intermediate Office Assistant - Medi-Cal Programs
LB,,Middle School Assistant Principal
LB,,Nurse
LB,,Occuaptional Therapist
LB,22768,Occupational Therapist
LB,22772,Physical Therapist
LB,,Principal
LB,,Principal Junior High School
LB,22773,"Principal, Junior High School"
LB,22774,"Principal, Senior High School"
LB,22775,Program Administrator
LB,22781,Program Specialist
LB,,STUDENT EVALUATION TECHNICIAN-BL
LB,,School Commuity Worker BL
LB,,School Community Worker
LB,,School Community Worker BL
LB,,School Community Worker Bilingual Spanish
LB,,School Community Worker-Bilingual
LB,,School Nurse
LB,,School Nurse 
LB,22788,School Psychologist
LB,,School Psychologist 
LB,,School Psychologist (Elementary/K-8)
LB,,School Psychologist (Elementary/Middle)
LB,,School Psychologist (Middle School)
LB,,School Psychologist (elementary)
LB,22793,School Social Worker
LB,,School nurse
LB,,Social Worker
LB,,Speech & Language Coordinator
LB,22800,Speech & Language Pathologist
LB,,Speech & Language Specialist
LB,,Speech & Language Therapist
LB,,Speech & language Pathologist
LB,,Speech Language Coordinator
LB,,Speech Language Pathologist
LB,,Speech and Language Pathologist
LB,22799,Speech/Language Coordinator
LB,,Speech/Language Pathologist
LB,,Student Eval Tech
LB,,Student Eval Tech - BL
LB,,Student Eval Tech BL-SP
LB,22804,Student Evaluation Technician
LB,,Student Evaluation Technician - BL
LB,,Student Evaluation Technician - Bilingual Sp.
LB,,Student Evaluation Technician Bilingual Spanish
LB,,Student Evaluation Technician-BL
LB,,Supervisor - Autism Services
LB,,Supervisor- Autism Services
LB,,Supervisor-Autism Services
LB,,Teacher on Special Assignment Behavior Specialist
LB,,occupational therapist
LB,,school  nurse
LB,,school Nurse
LB,,school Psychologist
LB,,school community worker - Bilingual
LB,,school comunity worker bilingual
LB,,school nurse
LB,,school psychologist
LB,,social worker
LB,,speech/language specialist
LC,,Elementary School Counselor
LC,21512,Health Clerk
LC,21513,School Counselor
LC,21514,School Nurse
LC,,School Psycholgist 
LC,21515,School Psychologist
LC,,Speech & Language Pathologist 
LC,21516,Speech Therapist
LC,,Speech Therapist 
LC,,Speech- Language Pathologist
LC,,Speech-language pathologist
LC,21517,Typist Clerk II
LC,,health clerk
LC,,school counselor
LD,,Adaptative Physical Education Teacher
LD,,Adapted Physical Education Teacher
LD,24700,Administrative Assistant
LD,,Assistant Principal
LD,,"Assistant Principal, Elementary"
LD,,Classroom Teacher
LD,24712,"Coordinator, Special Education"
LD,,"Coordinator, Student Health Services"
LD,,Nurse
LD,24717,Occupational Therapist
LD,,Occupational Therapist assistant
LD,,Principal
LD,,"Principal, Elementary"
LD,24721,"Principal, Elementary School"
LD,,"Principal, elementary"
LD,,Psychologist
LD,,RSP
LD,24726,School Nurse
LD,,"School Principal, High School"
LD,24727,School Psychologist
LD,,Special Education Classroom Teacher
LD,,Special Education Coordinator
LD,24729,Special Education Teacher
LD,,Speech Language Pathologist
LD,,Speech Language Pathologist Assistant
LD,,Speech Pathologist
LD,,Speech-Language Pathologist
LD,,Teacher
LD,,Vision Handicapped Specialist
LL,,District Secretary
LL,,Special Education Teacher/Special Day Class Instruction
LL,,Speech/LanguageTherapist
LL,,Superintendent/Principal
LP,,Assistant Principal
LP,,Behavior Specialist
LP,,Director of Special Programs/MAA Coordinator
LP,,District Health Technician
LP,,Elementary School Health Tech./ Clerk
LP,,High School Bookkeeper/Attendance Clerk
LP,,High School Secretary
LP,,Middle School Principal
LP,,Middle School Supplemental Counselor
LP,,Principal
LP,,Psychologist
LP,,Special Education Director
LP,,Speech and language Pathologist
LP,,Speech language pathologist
LP,,counselor
LP,,occupational therapist
LU,,Literacy Coach/Administration Designee
LU,,Pupil Services Secretary/Attendance Clerk
LU,,Resource Specialist
LU,,Resource Specialist Program Teacher
LU,,SB 65 M&M Outreach Consultant
LU,,Speech/Language Pathologist
LU,,Superintendent/Principal
LY,,APE Teacher
LY,,Attendance Assistant
LY,,Counselor
LY,,Director/MAA Coordinator
LY,,District Nurse
LY,,Health Services Technician
LY,,MAA/LEA Facilitator
LY,,Program Specialist
LY,,Records Clerk
LY,,Resource teacher 
LY,,School Community Liaison
LY,,School Community Liason
LY,22867,School Psychologist
LY,,Secretary
LY,,Special Education Teacher
LY,,Special Education teacher
LY,,Translator
LY,,
MA,,Resource Specialist Teacher
MA,,School Psychologist
MT,,Director of Educational Services
MT,,Elementary School Secretary & MAA Coordinator
MT,,Health Aide/Attendance Clerk
MT,,Health Technician/ Aide
MT,,Principal
MT,,Resource Specialist Teacher
MT,,School Secretary/MAA Coordinator
MT,,Special Day Class Teacher
MT,,school psychologist
MW,,Resource Specalist 
MW,,Resource Specialist
MW,,SDC/LH teacher
NE,,Community Liaison
NE,,Counselor
NE,23343,Elementary School Principal
NE,,Health Assistant
NE,23344,Licensed Vocational Nurse
NE,23345,Occupational Therapist
NE,,Principal
NE,23346,Remedial Language/Speech Specialist
NE,23347,School Health Assistant
NE,23348,School Nurse
NE,23351,School Psychologist
NE,,"Secretary to the Director, MAA Coordinator"
NE,,Speech Language Pathologist
NE,,Speech and Language Pathologist
NE,,speech and language pathologist
NE,,speech pathologist
NM,,Administration - Administrative Assistant
NM,,Administration - Assistant Principal
NM,,Administration - Director
NM,,Administration - Director Early Childhood Education
NM,,Administration - Principal
NM,,Assistant Principal
NM,,Assistant Principal High School
NM,,Coordinator
NM,,Counselor
NM,,Cover Driver
NM,,Director
NM,,Dispatcher/Scheduler
NM,,Executive Director of Special Education
NM,23369,Health Assistant
NM,,Health Services - Health Assistant
NM,,Health Services - School Nurse
NM,,Health Services Coordinator
NM,,Language Speech Specialist
NM,,"Language, Speech  & Hearing"
NM,,"Language, Speech & Hearing"
NM,,"Language, Speech & Hearing "
NM,23375,Occupational Therapist
NM,23376,Office Assistant II
NM,23377,Office Assistant III
NM,,Outreach Advocate
NM,,Principal
NM,,Principal-Elementary
NM,,Principal-Secondary
NM,23379,Psychologist
NM,,SLPA
NM,23382,School Community Facilitator
NM,23383,School Nurse
NM,,School Psychologist
NM,,School bus cover driver
NM,,Special Education - Autism Specialist
NM,,Special Education - Coordinator
NM,,Special Education - Director Operations
NM,,Special Education - Inclusion Specialist
NM,,Special Education - Occupational Therapist
NM,,Special Education - Program Specialist
NM,,Special Education - Psychologist
NM,,Special Education - Speech
NM,,Special Education Coordinator
NM,,Special Education Occupational Therapist
NM,,Special Education-Occupational Therapist
NM,,Speech & Language Pathologist
NM,,Substitute Audiolgist
NM,,Supervisor
NM,,Supervisor-Operations
NM,,TOSA-LEAPS
NM,,speech and language pathologist
NV,22671,Behavior Management Specialist
NV,22674,"Coordinator, Special Services"
NV,,Director of Special Education
NV,,Health  Services Assistant
NV,22678,Health Services Assistant
NV,,Health Services Asst.
NV,,Healthy Start Bilingual Community Liaison
NV,,Healthy Start Community Liaison
NV,,LVN
NV,22680,Licensed Vocational Nurse
NV,,Occupational Therapist
NV,,Principal
NV,,Program Specialist
NV,,Psychologist
NV,,SLP
NV,22681,School Nurse
NV,22682,School Psychologist
NV,,Special Education Coordinator
NV,,Special Education Program Specialist - IEP Support
NV,,Speech Language Pathologist (Bilingual)
NV,,Speech Pathologist
NV,22684,Speech Therapist
NV,,Speech and Language Therapist
NV,,Support Nurse
NV,,school psychologist
OH,,Admin. Secretary I
OH,,Admin. Secretary II
OH,,Adult Ed Teacher
OH,,Assistant Principal
OH,,Attendance Advisor
OH,,Classroom Teacher
OH,,Clerical Assistant II
OH,,Clerical Assistant III
OH,,College & Career Technician
OH,23683,Counselor
OH,,Dean of Student Accountibility
OH,,Dean of Students
OH,,Director of Risk Management
OH,,EDP Term Opr/Attendance
OH,,Guidance Technician
OH,,Health Office Clerk
OH,23687,Insurance Specialist
OH,,Library/Media Tech
OH,,Nurse
OH,,Principal
OH,,Psychologist
OH,,Site Administrative Secretary
OH,,Speech Therapist
OH,,teacher
PE,, Special Education Teacher
PE,,Assistant Principal
PE,23063,Assistant Principal 
PE,,Asstistant Superintendent Educational Services
PE,,Attendace Clerk
PE,23066,Attendance Clerk
PE,,Attendance Clerk 
PE,,Attendance clerk
PE,,Bilingual Clerk Typist
PE,,Bilingual Clerk Typist II
PE,23069,Clerk Typist
PE,,Clerk Typist II (BL)
PE,,Departmental Secretary 
PE,23076,Director Assistant (Early Childhood Development)
PE,,Director Assistant (Early Childhood Development) 
PE,,Director Special Education & Student Services
PE,23082,Health Aide
PE,23085,Language Interpreter
PE,,Office Staff Translator
PE,23088,Preschool Nurse
PE,23090,Principal
PE,23091,Program Specialist
PE,23095,School Nurse
PE,23096,School Psychologist
PE,23097,School Secretary
PE,,Secretary
PE,23098,Special Education Teacher
PE,23100,Speech & Language Specialist
PE,,Speech Language Specialist
PE,,Speech-Language Specialist
PE,23106,Teacher - Kindergarten
PE,,Teacher-Grades 1 through 2
PE,,Teacher-Kindergarten
PL,,School Nurse
PR,,Director
PR,,Nurse
PR,,Principal
PR,,Psychologist
PR,,RSP Teacher
PR,,SDC Teacher
PR,,Specialist
PR,,Speech Therapist Teacher
PR,,Speech-language Specialist
PS,, Special Day Class Teacher
PS,,Adaptive PE Specialist
PS,,Administrative Secretary
PS,23690,Administrative Secretary - District
PS,23691,Administrative Secretary - School
PS,,Administrator for Instruction Improvement Middle School
PS,,Assistant Principal
PS,,Assistant Principal Middle School
PS,23694,"Assistant Principal, Middle School"
PS,,Assistant Superintendent of Pupil Personnel Services
PS,,Asstisant Principal
